Pos { x: 91, y: 69 }, Pos { x: 91, y: 68 }, Up(Dir { dx: 0, dy: -1 }), 1
Pos { x: 66, y: 92 }, Pos { x: 65, y: 92 }, Left(Dir { dx: -1, dy: 0 }), 859
Pos { x: 65, y: 92 }, Pos { x: 64, y: 92 }, Left(Dir { dx: -1, dy: 0 }), 860
Pos { x: 64, y: 92 }, Pos { x: 63, y: 92 }, Left(Dir { dx: -1, dy: 0 }), 861
Pos { x: 64, y: 92 }, Pos { x: 64, y: 91 }, Up(Dir { dx: 0, dy: -1 }), 861
Pos { x: 64, y: 91 }, Pos { x: 64, y: 90 }, Up(Dir { dx: 0, dy: -1 }), 862
Pos { x: 64, y: 90 }, Pos { x: 64, y: 89 }, Up(Dir { dx: 0, dy: -1 }), 863
Pos { x: 64, y: 89 }, Pos { x: 64, y: 88 }, Up(Dir { dx: 0, dy: -1 }), 864
Pos { x: 64, y: 88 }, Pos { x: 64, y: 87 }, Up(Dir { dx: 0, dy: -1 }), 865
Pos { x: 64, y: 87 }, Pos { x: 64, y: 86 }, Up(Dir { dx: 0, dy: -1 }), 866
Pos { x: 64, y: 86 }, Pos { x: 64, y: 85 }, Up(Dir { dx: 0, dy: -1 }), 867
Pos { x: 64, y: 85 }, Pos { x: 64, y: 84 }, Up(Dir { dx: 0, dy: -1 }), 868
Pos { x: 64, y: 84 }, Pos { x: 64, y: 83 }, Up(Dir { dx: 0, dy: -1 }), 869
Pos { x: 64, y: 83 }, Pos { x: 64, y: 82 }, Up(Dir { dx: 0, dy: -1 }), 870
Pos { x: 64, y: 82 }, Pos { x: 64, y: 81 }, Up(Dir { dx: 0, dy: -1 }), 871
Pos { x: 64, y: 81 }, Pos { x: 64, y: 80 }, Up(Dir { dx: 0, dy: -1 }), 872
Pos { x: 64, y: 80 }, Pos { x: 64, y: 79 }, Up(Dir { dx: 0, dy: -1 }), 873
Pos { x: 64, y: 79 }, Pos { x: 64, y: 78 }, Up(Dir { dx: 0, dy: -1 }), 874
Pos { x: 64, y: 78 }, Pos { x: 64, y: 77 }, Up(Dir { dx: 0, dy: -1 }), 875
Pos { x: 64, y: 77 }, Pos { x: 64, y: 76 }, Up(Dir { dx: 0, dy: -1 }), 876
Pos { x: 64, y: 76 }, Pos { x: 64, y: 75 }, Up(Dir { dx: 0, dy: -1 }), 877
Pos { x: 64, y: 75 }, Pos { x: 64, y: 74 }, Up(Dir { dx: 0, dy: -1 }), 878
Pos { x: 64, y: 74 }, Pos { x: 64, y: 73 }, Up(Dir { dx: 0, dy: -1 }), 879
Pos { x: 64, y: 73 }, Pos { x: 64, y: 72 }, Up(Dir { dx: 0, dy: -1 }), 880
Pos { x: 64, y: 72 }, Pos { x: 64, y: 71 }, Up(Dir { dx: 0, dy: -1 }), 881
Pos { x: 64, y: 71 }, Pos { x: 64, y: 70 }, Up(Dir { dx: 0, dy: -1 }), 882
Pos { x: 64, y: 70 }, Pos { x: 64, y: 69 }, Up(Dir { dx: 0, dy: -1 }), 883
Pos { x: 64, y: 69 }, Pos { x: 64, y: 68 }, Up(Dir { dx: 0, dy: -1 }), 884
Pos { x: 64, y: 68 }, Pos { x: 64, y: 67 }, Up(Dir { dx: 0, dy: -1 }), 885
Pos { x: 64, y: 67 }, Pos { x: 64, y: 66 }, Up(Dir { dx: 0, dy: -1 }), 886
Pos { x: 64, y: 66 }, Pos { x: 64, y: 65 }, Up(Dir { dx: 0, dy: -1 }), 887
Pos { x: 64, y: 65 }, Pos { x: 64, y: 64 }, Up(Dir { dx: 0, dy: -1 }), 888
Pos { x: 64, y: 64 }, Pos { x: 64, y: 63 }, Up(Dir { dx: 0, dy: -1 }), 889
Pos { x: 64, y: 63 }, Pos { x: 64, y: 62 }, Up(Dir { dx: 0, dy: -1 }), 890
Pos { x: 64, y: 62 }, Pos { x: 64, y: 61 }, Up(Dir { dx: 0, dy: -1 }), 891
Pos { x: 64, y: 61 }, Pos { x: 64, y: 60 }, Up(Dir { dx: 0, dy: -1 }), 892
Pos { x: 64, y: 60 }, Pos { x: 64, y: 59 }, Up(Dir { dx: 0, dy: -1 }), 893
Pos { x: 64, y: 59 }, Pos { x: 64, y: 58 }, Up(Dir { dx: 0, dy: -1 }), 894
Pos { x: 64, y: 58 }, Pos { x: 64, y: 57 }, Up(Dir { dx: 0, dy: -1 }), 895
Pos { x: 64, y: 57 }, Pos { x: 64, y: 56 }, Up(Dir { dx: 0, dy: -1 }), 896
Pos { x: 64, y: 56 }, Pos { x: 64, y: 55 }, Up(Dir { dx: 0, dy: -1 }), 897
Pos { x: 64, y: 55 }, Pos { x: 64, y: 54 }, Up(Dir { dx: 0, dy: -1 }), 898
Pos { x: 64, y: 54 }, Pos { x: 64, y: 53 }, Up(Dir { dx: 0, dy: -1 }), 899
Pos { x: 64, y: 53 }, Pos { x: 64, y: 52 }, Up(Dir { dx: 0, dy: -1 }), 900
Pos { x: 64, y: 52 }, Pos { x: 64, y: 51 }, Up(Dir { dx: 0, dy: -1 }), 901
Pos { x: 64, y: 51 }, Pos { x: 64, y: 50 }, Up(Dir { dx: 0, dy: -1 }), 902
Pos { x: 64, y: 50 }, Pos { x: 64, y: 49 }, Up(Dir { dx: 0, dy: -1 }), 903
Pos { x: 64, y: 49 }, Pos { x: 64, y: 48 }, Up(Dir { dx: 0, dy: -1 }), 904
Pos { x: 64, y: 48 }, Pos { x: 64, y: 47 }, Up(Dir { dx: 0, dy: -1 }), 905
Pos { x: 64, y: 47 }, Pos { x: 64, y: 46 }, Up(Dir { dx: 0, dy: -1 }), 906
Pos { x: 64, y: 46 }, Pos { x: 64, y: 45 }, Up(Dir { dx: 0, dy: -1 }), 907
Pos { x: 64, y: 45 }, Pos { x: 64, y: 44 }, Up(Dir { dx: 0, dy: -1 }), 908
Pos { x: 64, y: 44 }, Pos { x: 64, y: 43 }, Up(Dir { dx: 0, dy: -1 }), 909
Pos { x: 64, y: 43 }, Pos { x: 64, y: 42 }, Up(Dir { dx: 0, dy: -1 }), 910
Pos { x: 64, y: 42 }, Pos { x: 64, y: 41 }, Up(Dir { dx: 0, dy: -1 }), 911
Pos { x: 64, y: 41 }, Pos { x: 64, y: 40 }, Up(Dir { dx: 0, dy: -1 }), 912
Pos { x: 64, y: 40 }, Pos { x: 64, y: 39 }, Up(Dir { dx: 0, dy: -1 }), 913
Pos { x: 64, y: 40 }, Pos { x: 65, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 913
Pos { x: 65, y: 40 }, Pos { x: 66, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 914
Pos { x: 66, y: 40 }, Pos { x: 67, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 915
Pos { x: 67, y: 40 }, Pos { x: 68, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 916
Pos { x: 68, y: 40 }, Pos { x: 69, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 917
Pos { x: 69, y: 40 }, Pos { x: 70, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 918
Pos { x: 70, y: 40 }, Pos { x: 71, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 919
Pos { x: 71, y: 40 }, Pos { x: 72, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 920
Pos { x: 72, y: 40 }, Pos { x: 73, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 921
Pos { x: 73, y: 40 }, Pos { x: 74, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 922
Pos { x: 74, y: 40 }, Pos { x: 75, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 923
Pos { x: 75, y: 40 }, Pos { x: 76, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 924
Pos { x: 76, y: 40 }, Pos { x: 77, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 925
Pos { x: 77, y: 40 }, Pos { x: 78, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 926
Pos { x: 78, y: 40 }, Pos { x: 79, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 927
Pos { x: 79, y: 40 }, Pos { x: 80, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 928
Pos { x: 80, y: 40 }, Pos { x: 81, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 929
Pos { x: 81, y: 40 }, Pos { x: 82, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 930
Pos { x: 82, y: 40 }, Pos { x: 83, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 931
Pos { x: 83, y: 40 }, Pos { x: 84, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 932
Pos { x: 84, y: 40 }, Pos { x: 85, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 933
Pos { x: 85, y: 40 }, Pos { x: 86, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 934
Pos { x: 86, y: 40 }, Pos { x: 87, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 935
Pos { x: 87, y: 40 }, Pos { x: 88, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 936
Pos { x: 88, y: 40 }, Pos { x: 89, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 937
Pos { x: 89, y: 40 }, Pos { x: 90, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 938
Pos { x: 90, y: 40 }, Pos { x: 91, y: 40 }, Right(Dir { dx: 1, dy: 0 }), 939
Pos { x: 90, y: 40 }, Pos { x: 90, y: 41 }, Down(Dir { dx: 0, dy: 1 }), 939
Pos { x: 90, y: 41 }, Pos { x: 90, y: 42 }, Down(Dir { dx: 0, dy: 1 }), 940
Pos { x: 90, y: 42 }, Pos { x: 90, y: 43 }, Down(Dir { dx: 0, dy: 1 }), 941
Pos { x: 90, y: 43 }, Pos { x: 90, y: 44 }, Down(Dir { dx: 0, dy: 1 }), 942
Pos { x: 90, y: 44 }, Pos { x: 90, y: 45 }, Down(Dir { dx: 0, dy: 1 }), 943
Pos { x: 90, y: 45 }, Pos { x: 90, y: 46 }, Down(Dir { dx: 0, dy: 1 }), 944
Pos { x: 90, y: 46 }, Pos { x: 90, y: 47 }, Down(Dir { dx: 0, dy: 1 }), 945
Pos { x: 90, y: 47 }, Pos { x: 90, y: 48 }, Down(Dir { dx: 0, dy: 1 }), 946
Pos { x: 90, y: 48 }, Pos { x: 90, y: 49 }, Down(Dir { dx: 0, dy: 1 }), 947
Pos { x: 90, y: 49 }, Pos { x: 90, y: 50 }, Down(Dir { dx: 0, dy: 1 }), 948
Pos { x: 90, y: 50 }, Pos { x: 90, y: 51 }, Down(Dir { dx: 0, dy: 1 }), 949
Pos { x: 90, y: 51 }, Pos { x: 90, y: 52 }, Down(Dir { dx: 0, dy: 1 }), 950
Pos { x: 90, y: 52 }, Pos { x: 90, y: 53 }, Down(Dir { dx: 0, dy: 1 }), 951
Pos { x: 90, y: 53 }, Pos { x: 90, y: 54 }, Down(Dir { dx: 0, dy: 1 }), 952
Pos { x: 90, y: 54 }, Pos { x: 90, y: 55 }, Down(Dir { dx: 0, dy: 1 }), 953
Pos { x: 90, y: 55 }, Pos { x: 90, y: 56 }, Down(Dir { dx: 0, dy: 1 }), 954
Pos { x: 90, y: 56 }, Pos { x: 90, y: 57 }, Down(Dir { dx: 0, dy: 1 }), 955
Pos { x: 90, y: 57 }, Pos { x: 90, y: 58 }, Down(Dir { dx: 0, dy: 1 }), 956
Pos { x: 90, y: 58 }, Pos { x: 90, y: 59 }, Down(Dir { dx: 0, dy: 1 }), 957
Pos { x: 90, y: 59 }, Pos { x: 90, y: 60 }, Down(Dir { dx: 0, dy: 1 }), 958
Pos { x: 90, y: 60 }, Pos { x: 90, y: 61 }, Down(Dir { dx: 0, dy: 1 }), 959
Pos { x: 90, y: 61 }, Pos { x: 90, y: 62 }, Down(Dir { dx: 0, dy: 1 }), 960
Pos { x: 90, y: 62 }, Pos { x: 90, y: 63 }, Down(Dir { dx: 0, dy: 1 }), 961
Pos { x: 90, y: 63 }, Pos { x: 90, y: 64 }, Down(Dir { dx: 0, dy: 1 }), 962
Pos { x: 90, y: 64 }, Pos { x: 90, y: 65 }, Down(Dir { dx: 0, dy: 1 }), 963
Pos { x: 90, y: 65 }, Pos { x: 90, y: 66 }, Down(Dir { dx: 0, dy: 1 }), 964
Pos { x: 90, y: 66 }, Pos { x: 90, y: 67 }, Down(Dir { dx: 0, dy: 1 }), 965
Pos { x: 90, y: 67 }, Pos { x: 90, y: 68 }, Down(Dir { dx: 0, dy: 1 }), 966
Pos { x: 90, y: 68 }, Pos { x: 90, y: 69 }, Down(Dir { dx: 0, dy: 1 }), 967
Pos { x: 90, y: 69 }, Pos { x: 90, y: 70 }, Down(Dir { dx: 0, dy: 1 }), 968
Pos { x: 90, y: 70 }, Pos { x: 90, y: 71 }, Down(Dir { dx: 0, dy: 1 }), 969
Pos { x: 90, y: 71 }, Pos { x: 90, y: 72 }, Down(Dir { dx: 0, dy: 1 }), 970
Pos { x: 90, y: 72 }, Pos { x: 90, y: 73 }, Down(Dir { dx: 0, dy: 1 }), 971
Pos { x: 90, y: 73 }, Pos { x: 90, y: 74 }, Down(Dir { dx: 0, dy: 1 }), 972
Pos { x: 90, y: 74 }, Pos { x: 90, y: 75 }, Down(Dir { dx: 0, dy: 1 }), 973
Pos { x: 90, y: 75 }, Pos { x: 90, y: 76 }, Down(Dir { dx: 0, dy: 1 }), 974
Pos { x: 90, y: 76 }, Pos { x: 90, y: 77 }, Down(Dir { dx: 0, dy: 1 }), 975
Pos { x: 90, y: 77 }, Pos { x: 90, y: 78 }, Down(Dir { dx: 0, dy: 1 }), 976
Pos { x: 90, y: 78 }, Pos { x: 90, y: 79 }, Down(Dir { dx: 0, dy: 1 }), 977
Pos { x: 90, y: 79 }, Pos { x: 90, y: 80 }, Down(Dir { dx: 0, dy: 1 }), 978
Pos { x: 90, y: 80 }, Pos { x: 90, y: 81 }, Down(Dir { dx: 0, dy: 1 }), 979
Pos { x: 90, y: 81 }, Pos { x: 90, y: 82 }, Down(Dir { dx: 0, dy: 1 }), 980
Pos { x: 90, y: 82 }, Pos { x: 90, y: 83 }, Down(Dir { dx: 0, dy: 1 }), 981
Pos { x: 90, y: 83 }, Pos { x: 90, y: 84 }, Down(Dir { dx: 0, dy: 1 }), 982
Pos { x: 90, y: 84 }, Pos { x: 90, y: 85 }, Down(Dir { dx: 0, dy: 1 }), 983
Pos { x: 90, y: 85 }, Pos { x: 90, y: 86 }, Down(Dir { dx: 0, dy: 1 }), 984
Pos { x: 90, y: 86 }, Pos { x: 90, y: 87 }, Down(Dir { dx: 0, dy: 1 }), 985
Pos { x: 90, y: 87 }, Pos { x: 90, y: 88 }, Down(Dir { dx: 0, dy: 1 }), 986
Pos { x: 90, y: 88 }, Pos { x: 90, y: 89 }, Down(Dir { dx: 0, dy: 1 }), 987
Pos { x: 90, y: 89 }, Pos { x: 90, y: 90 }, Down(Dir { dx: 0, dy: 1 }), 988
Pos { x: 90, y: 90 }, Pos { x: 90, y: 91 }, Down(Dir { dx: 0, dy: 1 }), 989
Pos { x: 90, y: 91 }, Pos { x: 90, y: 92 }, Down(Dir { dx: 0, dy: 1 }), 990
Pos { x: 90, y: 92 }, Pos { x: 90, y: 93 }, Down(Dir { dx: 0, dy: 1 }), 991
Pos { x: 90, y: 93 }, Pos { x: 90, y: 94 }, Down(Dir { dx: 0, dy: 1 }), 992
Pos { x: 90, y: 94 }, Pos { x: 90, y: 95 }, Down(Dir { dx: 0, dy: 1 }), 993
Pos { x: 90, y: 95 }, Pos { x: 90, y: 96 }, Down(Dir { dx: 0, dy: 1 }), 994
Pos { x: 90, y: 96 }, Pos { x: 90, y: 97 }, Down(Dir { dx: 0, dy: 1 }), 995
Pos { x: 90, y: 97 }, Pos { x: 90, y: 98 }, Down(Dir { dx: 0, dy: 1 }), 996
Pos { x: 90, y: 97 }, Pos { x: 89, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 996
Pos { x: 89, y: 97 }, Pos { x: 88, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 997
Pos { x: 88, y: 97 }, Pos { x: 87, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 998
Pos { x: 87, y: 97 }, Pos { x: 86, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 999
Pos { x: 86, y: 97 }, Pos { x: 85, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1000
Pos { x: 85, y: 97 }, Pos { x: 84, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1001
Pos { x: 84, y: 97 }, Pos { x: 83, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1002
Pos { x: 83, y: 97 }, Pos { x: 82, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1003
Pos { x: 82, y: 97 }, Pos { x: 81, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1004
Pos { x: 81, y: 97 }, Pos { x: 80, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1005
Pos { x: 80, y: 97 }, Pos { x: 79, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1006
Pos { x: 79, y: 97 }, Pos { x: 78, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1007
Pos { x: 78, y: 97 }, Pos { x: 77, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1008
Pos { x: 77, y: 97 }, Pos { x: 76, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1009
Pos { x: 76, y: 97 }, Pos { x: 75, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1010
Pos { x: 75, y: 97 }, Pos { x: 74, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1011
Pos { x: 74, y: 97 }, Pos { x: 73, y: 97 }, Left(Dir { dx: -1, dy: 0 }), 1012
Pos { x: 74, y: 97 }, Pos { x: 74, y: 96 }, Up(Dir { dx: 0, dy: -1 }), 1012
Pos { x: 74, y: 96 }, Pos { x: 74, y: 95 }, Up(Dir { dx: 0, dy: -1 }), 1013
Pos { x: 74, y: 95 }, Pos { x: 74, y: 94 }, Up(Dir { dx: 0, dy: -1 }), 1014
Pos { x: 74, y: 94 }, Pos { x: 74, y: 93 }, Up(Dir { dx: 0, dy: -1 }), 1015
Pos { x: 74, y: 93 }, Pos { x: 74, y: 92 }, Up(Dir { dx: 0, dy: -1 }), 1016
Pos { x: 74, y: 92 }, Pos { x: 74, y: 91 }, Up(Dir { dx: 0, dy: -1 }), 1017
Pos { x: 74, y: 91 }, Pos { x: 74, y: 90 }, Up(Dir { dx: 0, dy: -1 }), 1018
Pos { x: 74, y: 90 }, Pos { x: 74, y: 89 }, Up(Dir { dx: 0, dy: -1 }), 1019
Pos { x: 74, y: 89 }, Pos { x: 74, y: 88 }, Up(Dir { dx: 0, dy: -1 }), 1020
Pos { x: 74, y: 88 }, Pos { x: 74, y: 87 }, Up(Dir { dx: 0, dy: -1 }), 1021
Pos { x: 74, y: 87 }, Pos { x: 74, y: 86 }, Up(Dir { dx: 0, dy: -1 }), 1022
Pos { x: 74, y: 86 }, Pos { x: 74, y: 85 }, Up(Dir { dx: 0, dy: -1 }), 1023
Pos { x: 74, y: 85 }, Pos { x: 74, y: 84 }, Up(Dir { dx: 0, dy: -1 }), 1024
Pos { x: 74, y: 84 }, Pos { x: 74, y: 83 }, Up(Dir { dx: 0, dy: -1 }), 1025
Pos { x: 74, y: 83 }, Pos { x: 74, y: 82 }, Up(Dir { dx: 0, dy: -1 }), 1026
Pos { x: 74, y: 82 }, Pos { x: 74, y: 81 }, Up(Dir { dx: 0, dy: -1 }), 1027
Pos { x: 74, y: 81 }, Pos { x: 74, y: 80 }, Up(Dir { dx: 0, dy: -1 }), 1028
Pos { x: 74, y: 80 }, Pos { x: 74, y: 79 }, Up(Dir { dx: 0, dy: -1 }), 1029
Pos { x: 74, y: 79 }, Pos { x: 74, y: 78 }, Up(Dir { dx: 0, dy: -1 }), 1030
Pos { x: 74, y: 78 }, Pos { x: 74, y: 77 }, Up(Dir { dx: 0, dy: -1 }), 1031
Pos { x: 74, y: 77 }, Pos { x: 74, y: 76 }, Up(Dir { dx: 0, dy: -1 }), 1032
Pos { x: 74, y: 76 }, Pos { x: 74, y: 75 }, Up(Dir { dx: 0, dy: -1 }), 1033
Pos { x: 74, y: 75 }, Pos { x: 74, y: 74 }, Up(Dir { dx: 0, dy: -1 }), 1034
Pos { x: 74, y: 74 }, Pos { x: 74, y: 73 }, Up(Dir { dx: 0, dy: -1 }), 1035
Pos { x: 74, y: 73 }, Pos { x: 74, y: 72 }, Up(Dir { dx: 0, dy: -1 }), 1036
Pos { x: 74, y: 72 }, Pos { x: 74, y: 71 }, Up(Dir { dx: 0, dy: -1 }), 1037
Pos { x: 74, y: 71 }, Pos { x: 74, y: 70 }, Up(Dir { dx: 0, dy: -1 }), 1038
Pos { x: 74, y: 70 }, Pos { x: 74, y: 69 }, Up(Dir { dx: 0, dy: -1 }), 1039
Pos { x: 74, y: 69 }, Pos { x: 74, y: 68 }, Up(Dir { dx: 0, dy: -1 }), 1040
Pos { x: 74, y: 68 }, Pos { x: 74, y: 67 }, Up(Dir { dx: 0, dy: -1 }), 1041
Pos { x: 74, y: 67 }, Pos { x: 74, y: 66 }, Up(Dir { dx: 0, dy: -1 }), 1042
Pos { x: 74, y: 66 }, Pos { x: 74, y: 65 }, Up(Dir { dx: 0, dy: -1 }), 1043
Pos { x: 74, y: 65 }, Pos { x: 74, y: 64 }, Up(Dir { dx: 0, dy: -1 }), 1044
Pos { x: 74, y: 64 }, Pos { x: 74, y: 63 }, Up(Dir { dx: 0, dy: -1 }), 1045
Pos { x: 74, y: 63 }, Pos { x: 74, y: 62 }, Up(Dir { dx: 0, dy: -1 }), 1046
Pos { x: 74, y: 62 }, Pos { x: 74, y: 61 }, Up(Dir { dx: 0, dy: -1 }), 1047
Pos { x: 74, y: 61 }, Pos { x: 74, y: 60 }, Up(Dir { dx: 0, dy: -1 }), 1048
Pos { x: 74, y: 60 }, Pos { x: 74, y: 59 }, Up(Dir { dx: 0, dy: -1 }), 1049
Pos { x: 74, y: 59 }, Pos { x: 74, y: 58 }, Up(Dir { dx: 0, dy: -1 }), 1050
Pos { x: 74, y: 58 }, Pos { x: 74, y: 57 }, Up(Dir { dx: 0, dy: -1 }), 1051
Pos { x: 74, y: 57 }, Pos { x: 74, y: 56 }, Up(Dir { dx: 0, dy: -1 }), 1052
Pos { x: 74, y: 56 }, Pos { x: 74, y: 55 }, Up(Dir { dx: 0, dy: -1 }), 1053
Pos { x: 74, y: 55 }, Pos { x: 74, y: 54 }, Up(Dir { dx: 0, dy: -1 }), 1054
Pos { x: 74, y: 54 }, Pos { x: 74, y: 53 }, Up(Dir { dx: 0, dy: -1 }), 1055
Pos { x: 74, y: 53 }, Pos { x: 74, y: 52 }, Up(Dir { dx: 0, dy: -1 }), 1056
Pos { x: 74, y: 52 }, Pos { x: 74, y: 51 }, Up(Dir { dx: 0, dy: -1 }), 1057
Pos { x: 74, y: 52 }, Pos { x: 75, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1057
Pos { x: 75, y: 52 }, Pos { x: 76, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1058
Pos { x: 76, y: 52 }, Pos { x: 77, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1059
Pos { x: 77, y: 52 }, Pos { x: 78, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1060
Pos { x: 78, y: 52 }, Pos { x: 79, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1061
Pos { x: 79, y: 52 }, Pos { x: 80, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1062
Pos { x: 80, y: 52 }, Pos { x: 81, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1063
Pos { x: 81, y: 52 }, Pos { x: 82, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1064
Pos { x: 82, y: 52 }, Pos { x: 83, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1065
Pos { x: 83, y: 52 }, Pos { x: 84, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1066
Pos { x: 84, y: 52 }, Pos { x: 85, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1067
Pos { x: 85, y: 52 }, Pos { x: 86, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1068
Pos { x: 86, y: 52 }, Pos { x: 87, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1069
Pos { x: 87, y: 52 }, Pos { x: 88, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1070
Pos { x: 88, y: 52 }, Pos { x: 89, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1071
Pos { x: 89, y: 52 }, Pos { x: 90, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1072
Pos { x: 90, y: 52 }, Pos { x: 91, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1073
Pos { x: 91, y: 52 }, Pos { x: 92, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1074
Pos { x: 92, y: 52 }, Pos { x: 93, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1075
Pos { x: 93, y: 52 }, Pos { x: 94, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1076
Pos { x: 94, y: 52 }, Pos { x: 95, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1077
Pos { x: 95, y: 52 }, Pos { x: 96, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1078
Pos { x: 96, y: 52 }, Pos { x: 97, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1079
Pos { x: 97, y: 52 }, Pos { x: 98, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1080
Pos { x: 98, y: 52 }, Pos { x: 99, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1081
Pos { x: 99, y: 52 }, Pos { x: 100, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1082
Pos { x: 100, y: 52 }, Pos { x: 101, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1083
Pos { x: 101, y: 52 }, Pos { x: 102, y: 52 }, Right(Dir { dx: 1, dy: 0 }), 1084
Pos { x: 101, y: 52 }, Pos { x: 101, y: 53 }, Down(Dir { dx: 0, dy: 1 }), 1084
Pos { x: 101, y: 53 }, Pos { x: 101, y: 54 }, Down(Dir { dx: 0, dy: 1 }), 1085
Pos { x: 101, y: 54 }, Pos { x: 101, y: 55 }, Down(Dir { dx: 0, dy: 1 }), 1086
Pos { x: 101, y: 55 }, Pos { x: 101, y: 56 }, Down(Dir { dx: 0, dy: 1 }), 1087
Pos { x: 101, y: 56 }, Pos { x: 101, y: 57 }, Down(Dir { dx: 0, dy: 1 }), 1088
Pos { x: 101, y: 57 }, Pos { x: 101, y: 58 }, Down(Dir { dx: 0, dy: 1 }), 1089
Pos { x: 101, y: 58 }, Pos { x: 101, y: 59 }, Down(Dir { dx: 0, dy: 1 }), 1090
Pos { x: 101, y: 59 }, Pos { x: 101, y: 60 }, Down(Dir { dx: 0, dy: 1 }), 1091
Pos { x: 101, y: 60 }, Pos { x: 101, y: 61 }, Down(Dir { dx: 0, dy: 1 }), 1092
Pos { x: 101, y: 61 }, Pos { x: 101, y: 62 }, Down(Dir { dx: 0, dy: 1 }), 1093
Pos { x: 101, y: 62 }, Pos { x: 101, y: 63 }, Down(Dir { dx: 0, dy: 1 }), 1094
Pos { x: 101, y: 63 }, Pos { x: 101, y: 64 }, Down(Dir { dx: 0, dy: 1 }), 1095
Pos { x: 101, y: 64 }, Pos { x: 101, y: 65 }, Down(Dir { dx: 0, dy: 1 }), 1096
Pos { x: 101, y: 65 }, Pos { x: 101, y: 66 }, Down(Dir { dx: 0, dy: 1 }), 1097
Pos { x: 101, y: 66 }, Pos { x: 101, y: 67 }, Down(Dir { dx: 0, dy: 1 }), 1098
